client_id,total_sent,open_rate,unsubscription_rate,bounce_rate,complaint_rate
1545971,900,20.05,0,8,0.12
931615,742,11.45,0.14,3.5,0
129381,596,11.09,0,0.17,0
1076149,13273,26.35,0,1.56,0
433229,12812,4.96,0,1.12,0
963220,21530,50.83,0.36,3.76,0
707082,3298,26.61,0,2.7,0
185347,1029,12.17,0,0.19,0
1064808,8282,21.94,0,1.59,0
40671,37381,16.19,0,2.39,0
344670,757,14.34,0,1.45,0
90285,864,22.85,0,5.79,0
1461855,7418,12.88,0,1.09,0
275130,260889,14.87,0,0.82,0.01
83192,6071,20.84,0.05,0.82,0
343168,191,46.81,0,1.57,0
808902,543,31.86,0.55,0,0
329262,418,38.8,0,0.72,0
179087,3011,21.73,0,0.8,0
1356725,110,16.19,0,4.55,0
1325679,300,21.62,0,1.33,0
390587,5725,18.63,0.08,8.12,0
1253012,976,19.34,0,0.92,0
1189238,263,24.43,0,0.38,0
966817,3088,32.41,0,0.58,0
1475536,23614,17.77,0.02,23.75,0
339165,767,16.87,0,1.83,0
1396887,779,13.86,0,1.8,0
960021,6175,38.99,0,0.7,0.02
800066,552,64,0,0.36,0
1198183,28603,44.42,0,1,0.01
1137740,2100,23.84,0,6.71,0.05
356003,22431,14.48,0,1.47,0
349702,548,20.15,0,0.36,0
1504494,4707,9.5,0,1.83,0
745963,5971,21.89,0.19,1.29,0.05
1086807,102,30,0,1.96,0
124275,1470,18.81,0,15.37,0.16
1169207,19888,20.6,0,0.88,0
8087,687,57.99,0,1.6,0
492864,1250,48.78,0,1.28,0
1308599,2358,14.69,0,6.15,0
1512810,268,26.04,0,1.12,0
1325848,540,22.37,0,3.15,0.38
1001163,33445,8.93,0,10.87,0.02
849894,6283,1.32,0,0.91,0
1093117,1666,32.13,0,0.6,0
1114152,393,49.18,0,7.38,0
708560,363,5.51,0,0,0
931647,273,37.13,0,0.37,0
49802,377,19.84,0,1.06,0
813566,2571,8.82,0,1.21,0
1533783,9728,18.93,0,1.17,0
798543,1157,46.24,0,1.12,0
252806,566,29.91,0,0.18,0
488651,578,41.39,0,0.52,0
1324900,2442,11.66,0,0.25,0
529655,1540,10.78,0,6.04,0
232208,1553,56.73,0.06,0.9,0
216126,12016,10.6,0.03,1.15,0
810338,731,14.01,0,0.41,0
835445,1065,31.59,0,1.03,0
876887,1200,17.32,0,2.33,0
1436322,1069,27.32,0,2.06,0
430530,3908,9.88,0,2.07,0
782359,121,30,0,0.83,0
208041,2336,9.93,0,2.18,0
1434714,247,10.79,0,2.43,0
1092219,5629,14.54,0.02,2.38,0
236671,940,35.95,0,2.34,0
594376,5927,17.19,0,1.54,0.02
467759,2036,40.55,0.2,2.26,0
175338,1546,16.93,0.85,1.03,0
686649,298,15.65,0,1.34,0
258049,1089,15.56,0,0.83,0
669476,600,41.7,0,7.67,0
1515154,111,41.44,0,0,0
226631,4826,13.26,0,1.08,0
789264,5419,21.39,0,1.49,0
762137,1473,25.26,0,0.81,0
126077,216,22.93,1.95,5.09,0
668368,4462,17.48,0,0.9,0
1290623,3800,16.52,0,0.42,0
121939,3208,10.22,0,0.84,0
1195327,7839,22.43,0.04,3.39,0
329337,2199,16.51,0,0.59,0
897363,8693,48.05,0.02,0.82,0
427374,185,30.56,0,2.7,0
1187779,2451,3.63,0,1.02,0
96520,120,60.68,0,2.5,0
728471,2760,11.33,0,0.83,0
265639,43202,24,0,0.53,0
1407635,13740,9.33,0,0.6,0
1425369,759,26.8,0,3.16,0
799134,8087,1.55,0.09,1.06,0
957129,254,21.26,0,0,0
394229,5573,16.12,0,3.25,0
1285441,4994,12.99,0.14,1.32,0
129934,1015,61.83,0,0.1,0
584085,174,44.19,0,1.15,0
585330,5021,2.95,0,1.35,0
430849,173,67.25,0,1.16,0
948469,5799,28.05,0.02,6.07,0
1500378,2268,40.87,0,1.19,0
1073712,5261,15.68,0,0.57,0
1489278,4183,37.54,0,0.65,0
313844,782,28.78,0,2.69,0
422671,6858,48.08,0,0.7,0
1371849,6089,12.34,0,0.71,0
1436071,32026,11.16,0,1.54,0.01
1513213,3739,22.56,0,0.67,0.11
1254787,223,19,0,0.9,0
803067,871,25.43,0,5.63,0
337934,4779,15.28,0,5.4,0
675592,6535,16,0,1.03,0
557893,11513,5.95,0,2.35,0
1120913,6097,31.35,0.15,1.74,0
1406776,2822,19.46,0,2.59,0
232816,5662,19.1,0.09,2.53,0
307574,17519,12.95,0,0.87,0.02
1101738,3787,28.64,0,1.45,0.03
590125,1652,15.09,0,1.69,0
192693,1930,36.68,0,0.98,0.1
1079097,398,23.66,0,1.26,0
1467113,595,86.78,0,9.75,0
171108,1326,6.8,0,3.47,0
1002984,422,44.08,0,0,0
717721,284,29.78,0,4.23,0
855259,1019,19.11,0,7.56,0
972424,158,47.47,0,0,0
984572,460,14.63,0,1.96,0
1269478,950,35.74,0,1.05,0
894693,20524,24.09,0,0.84,0.01
397909,382,7.39,0,0.79,0
1148432,274,22.47,0,2.55,0
938878,4665,17.27,0,1.54,0
1164081,4940,24.09,0,0.83,0
234960,21286,8.36,0,0.42,0
1447080,1695,15.4,0.12,2.3,0
184339,1385,0.44,0,1.3,0
1533410,25448,13.51,0,5.41,0
1077172,1458,31.89,0,8.16,0
719460,522,14.67,0,0.77,0
122933,473,30.56,0,1.06,0
261233,599,23.82,0,1.17,0.17
1445448,1378,42.04,0,1.6,0
5041,1237,40.81,0,2.75,0
1495283,1415,10.44,0,2.54,0
1074686,52053,22.76,0,1.16,0
24187,2949,29.96,0,1.19,0
1285746,1816,19.13,0,1.27,0
896912,1101,26,0,4.27,0.09
1112774,289,83.64,0,4.84,0
815463,4408,14.5,0,5.65,0.02
598825,353,18.79,0,6.52,0
797033,133,40.91,0.76,0.75,0
28284,6159,18.99,0,1.06,0.02
698681,42487,9.89,0,0.76,0
177595,13497,22.18,0,2.91,0
232162,17596,5.69,0,1.1,0
521970,1008,33.3,0,3.17,0
356061,110,14.71,0,7.27,0
215906,315,33.97,0,0.95,0
596282,4941,10.04,0,2.67,0.02
656568,1200,44.88,0,3.25,0
1382308,351,23.28,0,0.85,0
1236005,2320,21.94,0,4.31,0
194540,284,25.36,0,2.82,0
325529,493,38.56,0,1.62,0
317613,317,32.91,0,1.26,0
1151816,2717,15.92,0,2.47,0
340917,1024,12.44,0,1.86,0
1019096,48187,11.61,0,1.15,0.01
570419,14353,36.9,0,1.44,0
1296155,163,33.74,0,0,0
936663,261,13.89,0,3.45,0
422222,13089,32.87,0.21,3.85,0
68500,201,32,0,0.5,0
724022,207,16.59,0,0.97,0
569284,241,20.33,0,0,0
80540,117,69.23,0,0,0
1298985,243,29.46,0,0.82,0
900857,284,7.01,0,4.58,0
326346,4710,14.02,0.13,2.19,0
511086,33517,22.24,0,0.77,0
121956,7719,14.84,0.19,2.29,0.05
1395568,600,41.71,0,4.5,0
1306629,1067,11.5,0,8.72,0.21
760960,113,60.18,0,0,0
1440924,158,41.03,0,1.27,0
651828,1585,35.1,0,0.06,0
754421,2098,8.04,0,1.62,0.05
1324808,312,40.51,0.64,0.32,0
1286158,834,12.17,0,0.48,0
569879,611,20.67,0,1.8,0
769157,3245,23.79,0.26,4.28,0
579825,1959,23.26,0,1.02,0
613404,1498,17.6,0,2.54,0
1385972,1660,22.76,0,1.02,0
466887,179,36.63,0,3.91,0
1265508,11505,13.6,0.11,1.59,0
1028281,1266,43.51,0,0.16,0
872097,109,57.94,0,1.83,0
1046813,855,19.27,0,1.05,0
410098,234,31.76,0,0.43,0
550603,336,23.51,0,0,0
1046191,1018,48.36,0,1.08,0
169998,476,42.19,0,0.42,0
1500753,194,38.14,0,0,0
803400,639,6.68,0.7,10.95,0
545570,1606,4.42,0,1.49,0
1015886,706,27.38,0.28,0.14,0
884693,948,2.62,0,3.27,0
849096,2194,29.74,0.09,1,0
1322260,11246,16.9,0.24,0.81,0.09
262786,655,6.19,0,1.37,0
838264,677,13.77,0,2.36,0
1068509,157,7.24,0,3.18,0
658687,669,45.05,0,0.45,0
889440,2677,48.98,0,2.61,0
906618,19034,11.33,0,2.13,0.02
1005488,884,32.42,0,1.24,0
1215481,634,31.38,0,0.47,0.16
404295,3304,3.4,0,3.06,0
351631,1125,1.45,0,14.22,0
804725,15459,5.1,0,3.3,0.01
78251,498,35.7,0,1,0
752763,2896,18.26,0.1,1.31,0
924861,18011,28.78,0.1,0.57,0
372217,5307,16.28,0,1.15,0
1288406,1631,33.85,0,1.29,0
925396,839,44.12,0,1.67,0
176398,1203,14.54,0,2.24,0
142791,2262,28.93,0,2.03,0
843751,136,45.52,0,1.47,0
1139813,5317,16.75,0,4.12,0.04
903165,10122,26.6,0.07,0.51,0
251749,1496,13.04,0,2.07,0.07
707144,13928,9.94,0,2.26,0
1502337,7941,15.47,0.06,1.75,0.01
257797,187,53.23,0,0.53,0
272382,7022,1.21,0,0.26,0
1265046,3553,3.55,0,0.87,0
350990,771,28.46,0,2.46,0
729545,18450,26.66,0,0.76,0.01
9275,319,9.84,0,1.25,0
750293,2620,18.8,0,1.34,0
1051366,768,40.35,0,18.36,0
722892,130,34.11,0,0.77,0
1127968,28640,24.05,0.01,0.32,0
1016178,4151,45.65,0,1.42,0.05
1330728,33943,42.36,0,1.94,0
830554,2033,33.47,0,1.08,0
658766,3189,7.43,0,0.82,0.03
228140,3640,16.83,0,1.87,0
1189032,2858,23.23,0,0.42,0
1123264,232,12.75,0,12.07,0
1094005,14317,17.9,0,2.8,0
829970,19534,53.19,0,2.64,0
224200,3570,21.98,0,2.27,0.03
1361224,766,35.01,0,3.79,0
243062,474,23.88,0,1.05,0
686219,14570,28.01,0,0.16,0.02
1548223,598,17.06,0,15.72,0
854977,447,54,0,2.24,0
805870,300,43.24,0,1.33,0
1257898,14050,13.29,0,0.16,0
380492,83515,15.43,0.06,0.5,0
1380555,1528,40.92,0,13.48,0.08
389705,576,37.46,0,0.35,0
988262,3938,9.07,0,1.75,0
164538,238,42.62,0,0.42,0
1422118,2849,15.19,0,0.18,0
1341704,713,9.87,0,3.37,0
1492969,396,32.91,0,0.25,0
139763,12366,3.74,0,2.64,0
314283,13245,29.95,0,4.51,0
124294,229,29.73,0,3.06,0
1069536,8476,12.53,0,1.13,0
1208878,16622,27.34,0,0.22,0
845914,11372,36.5,0,0.67,0.01
1226729,565,30.6,0,5.13,0
472862,65827,19.08,0,1.8,0.02
1215449,241,41.6,0,1.24,0
1033700,2582,21.59,0,0.62,0
861326,266,39.69,0,1.5,0.38
824339,1332,29.78,0,8.48,0.08
1373178,1376,31.23,0,6.9,0
960808,1750,43.06,0,2.06,0
1154384,3412,31.7,0.21,1.35,0
1187963,13699,13.83,0,9.5,0
742179,1538,81.6,0,0.72,0
1456857,498,35.77,0,1.2,0
316524,425,38.06,0,0.47,0
238949,17047,13.34,0.05,0.9,0.01
717471,242,32.2,0,2.48,0
878665,4880,21.06,0,0.45,0.02
770346,269,22.39,0.37,0.37,0
490434,3330,24.27,0.21,1.86,0
1002446,1682,34.67,0,0.71,0.06
150768,289,49.83,0,0.69,0
161765,364,46.31,0,6.87,0
955818,178,26.97,0,0,0
275723,1242,33.66,0,1.45,0
758481,268,44.84,0,5.97,0
651232,149,57.82,0,1.34,0
732290,58211,16.18,0,1.49,0
1039370,4813,27.88,0,1.25,0
827570,18966,17.56,0,0.31,0
89196,299,31.91,0,5.69,0
539688,882,9.98,0,47.73,0.22
944525,2167,22.8,0,4.66,0
17993,3562,17.82,0.12,9.71,0
1393162,745,20.3,0,0.81,0
911205,1194,27.66,0,6.45,0.09
288676,136,36.97,0,12.5,0
1093388,9299,30.15,0,3.33,0.09
1423517,10267,16.68,0,3.91,0.01
1143914,3088,17.22,0,0.32,0
1102924,12045,9.13,0,1.05,0
693842,126,28.57,0,0,0
1462451,1107,26.23,0,2.53,0
912909,690,40.06,0,0.87,0
978869,1500,29.73,0,2.67,0
391847,151,58.94,0,0,0
145197,20690,13.29,0,0.88,0
1517679,9343,20.44,0,1.56,0
907643,40661,3.06,0,3.71,0
1416520,3550,22.67,0,6.31,0
191204,208,22.65,0,12.98,0
1178232,3805,38.38,0,1.18,0
201689,17201,25.56,0.09,0.55,0.01
311604,1814,19.72,0,1.6,0
164878,4730,14.38,0.45,0.78,0
1036447,1362,14.61,0.52,1.03,0
559824,586,29.66,0,1.02,0
866355,27464,18.79,0,1.87,0.01
245584,4142,22.75,0.17,0.27,0.07
1031474,5355,23.65,0,0.35,0
881690,983,22.3,0,1.02,0
1297853,197,17.37,0,3.55,0
706567,3681,18.04,0,0.92,0
1192842,292,41.46,0,1.71,0
1143574,182,45.91,0,12.64,0
214834,10243,28.04,0.35,1.43,0
1198474,20287,7.04,0.08,2.47,0.02
160578,1043,24.48,0,3.64,0
474626,172,28.07,0,0.58,0
575786,3951,12.28,0,7.87,0
1259272,6562,31.27,0.08,0.53,0
47398,1335,24.26,0,3.67,0
269054,761,31.43,0,0.92,0
518472,10841,36.36,0,0.51,0.01
705099,1578,14.74,0,2.85,0
1159462,833,21.42,0,1.92,0
185331,755,35.73,0,0.66,0
299084,1187,16.38,0,2.27,0
1370175,1300,27.63,0,1.46,0
57623,2814,16.8,0,1.03,0
1372851,5380,12.88,0,0.72,0
1392529,2214,8.53,0,2.08,0
249438,480,36.69,0,0.63,0
405655,871,35.39,0,1.38,0
1275803,553,17.86,0,1.81,0
1113836,3219,9.36,0.34,0.4,0
612547,2889,30.23,0,0.83,0
294610,10410,22.78,0,3.74,0.02
520372,262,25,0,0.76,0
173337,545,21.03,0,4.04,0
982779,250,37.2,0,0,0
225494,6929,9.73,0,2.71,0
395439,449,24.83,0,0.45,0
697095,3500,40.95,0,0.09,0
1279922,105,54.81,0,0.95,0
622832,7674,24.6,0.09,0.83,0
271692,142,19.42,0,2.11,0
414056,506,40.12,0,0.99,0.2
666708,1076,20.63,0,2.23,0
1193604,2572,17.38,0,2.22,0
1205894,106,56.6,0,0,0
1020677,825,30.29,0,4.36,0
854803,200,28.79,0,1,0
552055,7329,30.83,0,8.8,0
1169617,2303,43.01,0,0.96,0
123681,212,32.21,0,1.89,0
745152,5841,11.84,0,2.52,0.04
741878,6386,21.43,0,1.06,0.09
480872,572,43.16,0,0.35,0
1063052,3630,36.7,0,7.6,0
1226856,671,39.31,0,1.04,0
635774,6665,14.27,0,3.24,0.02
727044,6930,27.87,0,1.72,0
1194282,254,34.15,0,3.15,0
251439,18715,27.85,0.01,1.34,0.01
1357635,1473,15.42,0,0.95,0
1461371,242,49.17,0,0.83,0
1435095,6194,24.07,0,3.16,0
1371534,2391,6.72,0,4.18,0
65299,716,23.1,0,4.47,0
977237,1459,53.11,0,1.92,0
1389987,9484,11.28,0,1.6,0.01
1104474,7628,36.73,0,8.63,0.03
264041,3883,21.55,0,2.14,0
820078,27796,18.23,0,2.05,0.01
593859,1374,38.51,0.07,0.58,0
1033283,1731,52.42,0,8.09,0.06
1034545,2718,10.16,0,1.18,0
493859,3933,15.41,0,0.51,0
862277,1952,13.29,0.21,2.1,0
733896,555,32.18,0,1.44,0
980019,1782,45.56,0,0.84,0
574805,154631,15.67,0.1,0.74,0
1487350,1072,25.8,0,0.56,0
986005,954,26.81,0,4.61,0
1419499,717,35.98,0,0,0
1260688,61641,8.55,0.05,1.04,0.01
4906,4230,18.69,0,5.65,0
837868,1198,44.44,0.17,0.83,0.08
549448,841,16.92,0,5.83,0
1542578,530,26,0,1.32,0
799819,1560,23.93,0,1.41,0.07
1100194,289,62.24,0,1.04,0
225001,8885,12.62,0,2.03,0
1379645,945,46.96,0,0.85,0
236540,2860,16.2,0,2.24,0
1219716,516,54.1,0,0.78,0
875035,6764,19.92,0,6.77,0.02
248130,124,14.88,0,2.42,0
1299060,2421,24.36,0,14.54,0.05
1379020,298,17.99,0,36.58,0
91771,866,2.46,0,24.83,0
27326,4676,10.36,0,2.16,0
239752,6962,20.59,0.1,1.34,0
155798,3437,21.66,0,1.13,0.03
753020,2094,10.46,0,0.96,0
1370504,363,46.22,0,1.65,0
254931,1070,29.46,0,3.55,0
265641,796,19.7,0,1.13,0
1332139,1767,39.66,0,0.68,0
358010,15327,19.49,0,2.31,0
1096630,37591,4.43,0,3.78,0.02
566910,204,36,0,1.96,0
793074,246,5.14,0,13.01,0
231425,26969,1.57,0,0.17,0
97246,141,30.6,0,4.96,0
1314029,4815,31.16,0,4.28,0
669155,2366,30.79,0,0.21,0
447848,9434,19.14,0.05,2.05,0
1279167,15209,10.79,0,1.03,0.01
1055167,34947,8.61,0,0.71,0.01
303729,549,19.01,0,0.36,0
1162288,535,41.57,0,2.43,0
36360,875,1.81,0,11.77,0.13
282390,10284,17.07,0.02,0.7,0
917438,941,26.26,0,0.85,0
725509,2400,15.25,0,1.63,0
841616,6770,5.62,0,1.42,0.01
1105595,3249,32.43,0.47,2.06,0.03
1189361,1443,30.77,0,0,0
316915,2503,27.64,0,0.56,0
956289,5024,13.35,0,2.33,0
173330,23279,18.91,0,0.57,0.02
706333,2695,25.56,0,2,0
1128001,7694,44.41,0,2.6,0.01
302515,1486,15.22,0,1.82,0
26130,3971,6.77,0,1.06,0
948356,1146,18.04,0,1.31,0
953373,591,62.65,0,0.34,0
675375,596,4.6,0,5.2,0
88799,750,38.73,0,1.2,0
572003,53867,11.94,0.04,4.58,0
279495,1079,32.53,0,0.56,0
1473215,196,23.4,0,4.08,0
900811,522,14.2,0.79,2.87,0
585910,12340,13,0,11.16,0
353590,4004,17.8,0.03,5,0
70641,127,28.35,0,0,0
1206901,196,38.02,0,2.04,0
1176740,821,19.74,0,7.43,0
46842,130209,12.56,0,1.95,0
184689,1798,23.7,0,10.12,0
391101,954,70.04,0,1.68,0
1397954,14053,22.81,0,0.2,0
952630,454,20.1,0,13.44,0
130225,1051,54.54,0,1.43,0
1253309,2072,53.49,0,1.21,0
929599,3435,26.03,0,1.14,0.06
926733,12512,12.97,0,2.87,0
13703,33676,11.94,0,2.43,0.01
888202,502,41.52,0,0.2,0
1113281,2654,18.88,0.19,1.21,0
1443289,95797,16.63,0,0.59,0.01
1204490,2477,13.46,0,0.73,0
1493767,1325,18.09,0,0.68,0
1493833,221,48.87,0,0,0
234894,187,17.32,0,4.28,0
1493903,278,29.93,0,1.44,0
636230,25595,26.27,0,2.58,0
1107102,161,27.67,0,1.24,0
562865,2100,22.88,0,7.19,0.21
1298019,2766,7.76,0,2.21,0
441272,1261,37.03,0,0,0
428914,6984,18.48,0.04,2.89,0
1178129,818,12.97,0,1.96,0
134844,1362,24.38,0,3.01,0.15
235403,4953,19.1,0,1.29,0
511289,1306,15.32,0,1.53,0
342942,320,42.77,0,0.63,0
321066,12644,21.32,0.02,1.34,0
586942,1757,6.72,0.06,1.82,0
555773,639,31.55,0,0.78,0
1246981,3134,15.31,0,2.68,0
677702,9058,26.53,0,0.25,0.01
138537,291,23.1,0,0.34,0
1527899,513,23.95,0.2,2.34,0
748606,550,51.78,0,3.09,0
1030328,15500,9.97,0,1.6,0.01
209496,1638,27.45,0,0.79,0
765692,11816,19.17,0,0,0
580449,547,33.09,0,1.65,0
1365144,10917,9.77,0,1.65,0
1255961,544,38.35,0,13.24,0
1267121,362,41.08,0,2.49,0
1187499,10833,25.86,0,1.65,0.01
163902,1263,14.27,0,3.48,0
4961,220,46.08,0,1.36,0
1093092,29314,5.59,0.02,1.34,0
1208042,313,38.36,0,2.56,0
500362,180,31.64,0,1.67,0
941252,623,32.25,0,1.44,0
1193949,6018,16.36,0,0.95,0.03
265609,3486,28.35,0,0.83,0
1195765,214,22.12,0,2.8,0
1520680,8199,18.27,0,2.91,0
1292042,156,39.19,0,5.13,0
1496150,6538,17.53,0.36,1.35,0
189442,16281,42.31,0,30.58,0
1076173,374,43.6,0,1.87,0
614420,1498,8.92,0,10.21,0
633279,540,51.36,0,4.44,0
503015,7998,29.79,0,2.26,0
959700,5115,27.56,0,2.82,0.18
1537011,11359,8.64,0.14,0.58,0
659210,1368,25.77,0,3.29,0
473796,18865,12.99,0,1.3,0.03
791275,1200,11.63,0,4.67,0
742155,406,20.2,0,1.23,0.25
1092870,1403,32.03,0,4.99,0
1316817,1513,16.69,0,5.35,0
1511875,3226,16.48,0.03,2.91,0
358256,227,34.36,0,0,0
841588,1494,65.03,0,0.27,0
1431853,293,27.49,0,0.68,0
853406,1499,1.03,0,3,0
1194626,1922,15.13,0,1.98,0
187745,6011,24.83,0,0.3,0
5024,1206,16.58,0,1.99,0
36353,144,32.87,0,0.69,0
1504921,5442,26.94,0,0.53,0.04
474954,1495,38.26,0,0.87,0
304326,6833,23.84,0,2.08,0.03
816965,430,36.04,0,2.56,0
1493960,592,43.99,0,1.69,0
1394746,154,40.27,0,3.25,0
697605,2226,39.07,0,1.57,0.05
1078701,5925,26.21,0,4.37,0
911872,3352,29.36,0,2.24,0
653366,16752,6.82,0,0.07,0
915913,20387,20.02,0.14,4.6,0
1412682,279,23.91,0,1.08,0
483419,1220,19.29,0,3.52,0
202867,505,18,0,0.99,0
1420111,2672,26.81,0,0.6,0
249413,1041,20.47,0.1,0.96,0
590398,6494,15.19,0,0.68,0
557849,320,19.06,0,13.13,0
1236925,23944,17.94,0.06,6.09,0
991036,7550,28.52,0.04,1.31,0
48484,466,55.79,0.21,0,0
742607,1953,20.06,0,0.46,0
1162837,14349,23.58,0.13,0.98,0.03
819018,8242,8.17,0,2.4,0
67618,368,31.92,0,3.8,0
437975,900,27.96,0,4.22,0
1119666,11765,14.32,0.13,2.86,0
177907,318,45.89,0,0.63,0
877571,220,60,0,2.27,0
935821,270,20.68,0,1.48,0
1363223,207,24.39,0,0.97,0
177836,9363,11.6,0,2.27,0.04
981551,693,20.41,0,1.73,0
1470312,117,32.48,0,0,0
223127,250387,18.03,0.09,0.81,0
88365,33688,5.55,0,0.81,0
1488064,735,10.53,0,3.13,0
906531,1530,10.6,0,1.37,0
353293,3671,38.64,0,2.51,0.03
374217,1016,34.51,0,5.02,0
1046535,62812,13.36,0,0.37,0
191362,10610,26.52,0,1.66,0
697403,13207,27.77,0,3.32,0
1520315,22820,19.43,0.04,1.2,0.01
144538,8822,3.9,0,1.41,0
508175,32139,24.88,0,2.12,0.01
1417089,8049,11.43,0.06,0.63,0
1377461,338,42.46,0,3.85,0
462331,5200,16.95,0,3.92,0.02
1113564,347,40.18,0,1.73,0
176124,612,26.61,0,8.5,0.18
1331591,17819,16.06,0,1.79,0.03
31130,1160,16.98,0,4.05,0
864572,1893,18.64,0,0.79,0
224979,274,34.69,0,1.09,0
1267555,1169,30.18,0,1.37,0
1109281,8421,28.89,0,0.5,0.01
675948,2278,9.27,0,1.05,0
677901,1011,13.4,0,1.09,0
1202942,9802,6.81,0,2.51,0
742482,8916,15.06,0,6.31,0
1491477,6173,19.33,0,1.26,0
1376579,10844,10.85,0,1.28,0
635372,251,27.05,0,2.79,0
340316,1476,12.24,0,1.49,0
603500,56420,8.39,0,0.6,0.01
681441,536,40.67,0,5.97,0
1180101,11001,22.44,0.04,0.85,0
120936,478,13.94,0,3.97,0
584657,15220,21.59,0,2.5,0.01
24246,7196,12.86,0,1.01,0
853224,4118,40.78,0,1.09,0
504522,498,46.37,0.4,0.4,0
209222,8176,12.21,0,0.27,0
1080998,1151,34.19,0,2.17,0
1256854,7370,16.54,0,1.47,0
1319681,4878,4.48,0,1.13,0
1431020,29122,19.31,0.01,1.02,0
1061424,18705,20.17,0.11,0.37,0
993217,3082,17.31,0,7.24,0.03
939662,10532,28.99,0,0.63,0.02
1422923,140,50.72,0,1.43,0
468971,138,29.71,0,0,0
1334910,102,31.37,0,0,0
465618,1466,27.85,0,0.82,0
727688,1533,56.74,0,0.78,0
687401,2079,18.07,0,8.71,0
864601,130,67.2,0,3.85,0
381786,1473,29.52,0,5.02,0
330292,743,15.56,0,0.54,0
813103,358,45.35,0,0.84,0
1333127,1380,60.58,0,0,0
443801,750,53.6,0,0,0
1539633,414,36.46,0,7.25,0
238039,162,45.34,0,0.62,0
1501564,267,43.94,0,1.12,0
1352005,10764,30.89,0,1.58,0
377730,9094,15.94,0,1,0
1365946,5786,11.2,0,6,0
673312,3687,22.19,0,1.49,0.06
844480,31999,10.84,0,0.2,0.01
1291467,3744,16.58,0,6.57,0
267295,1733,10.95,0,31.51,0.17
472187,606,20.76,0,0.66,0
582838,1357,40.92,0,3.46,0
1191255,3096,37.14,0,2.52,0
309425,325,42.68,0,1.23,0
1514672,1042,48.48,0.59,2.02,0
1179444,1014,21.08,0,1.78,0
822273,2020,12.6,0,2.18,0
1090884,13050,15.32,0,0.84,0.02
1281904,110,34.91,0,3.64,0
480726,155,55.84,0,0.65,0
535495,768,30.35,0,2.6,0
669824,201,30.77,0,2.99,0
1423056,290,22.65,0,1.03,0
171693,191,3.7,0,1.05,0
1361519,5650,2.73,0,3.47,0.04
220465,6534,11.13,0,2.07,0.02
305526,2249,43.57,0,1.51,0
677313,143,51.13,0,6.99,0
1162785,1861,15.7,0,0.43,0
1374432,156,39.74,0,0,0
255289,275,42.7,0,0.36,0
728909,551,62.38,0,2.54,0
1367069,140,18.8,0,5,0
425392,1562,14.15,0,25.35,0
369586,258,67.06,0,2.33,0
60461,25496,12.96,0,2,0
1387797,2940,12.16,0,14.42,0
4766,712,27.45,0,6.88,0
281364,5471,16.52,0.15,0.84,0
770098,2829,19.91,0,1.1,0
1114725,601,10.87,0,0.5,0
331570,1555,15.99,0,1.48,0
1391222,5582,20.57,0,0.64,0
1015613,31162,23.18,0,0.79,0
509015,164,25.31,0,1.22,0
310809,2078,10.79,0,4.52,0
711103,803,17.94,0,3.49,0
853334,2513,33.13,1.09,1.03,0.04
999948,1540,17.31,0,17.47,0
5125,1088,23.36,0,0.46,0
21897,164,45.12,0,0,0
1437904,22867,22.78,0,1.22,0.01
1040833,298,14.96,0,8.05,0
49076,509,15.83,0,1.96,0
812734,1252,31.66,0,1.6,0
1090412,7571,12.26,0,0.05,0
204806,3095,37,0,0.71,0
1326379,50230,15.98,0,0.91,0
114116,8920,22.76,0,1.54,0.06
991397,3277,48.09,0.09,1.19,0
925031,190,29.95,0,1.58,0
1468580,240,33.05,0,0.42,0
951125,1422,27.62,0,4.01,0.15
509135,140,48.57,0,0,0
624635,653,29.98,0,0.92,0
310275,1396,34.77,0,0.5,0.07
331671,71075,15.81,0,0.77,0
809177,1481,11.34,0,4.73,0
394686,4563,33.46,0.25,3.86,0
291917,2861,37.06,0,1.82,0.04
1132420,562,19.66,0,4.98,0
444467,1787,18.71,0,4.87,0
479347,61499,28.65,0,4.72,0
557518,128,6.25,0,0,0
214916,1531,31.97,0,0.72,0
1381056,303,35.64,0,0,0
723036,19700,23.54,0.39,0.35,0.02
1163059,177,21.26,0,1.69,0
169700,1498,16.04,0,5.94,0
1224288,447,10.65,0,7.61,0
150405,10302,29.18,0,0.38,0
1361900,253,13.03,0,5.93,0
533976,441,38.25,0,1.59,0
357,300,4.01,0,0.33,0
884337,10058,11.21,0,0.49,0
1141393,7907,17.46,0,4.33,0
615152,186,16.95,0,4.84,0
440997,2911,24.13,0,3.19,0
548153,2747,26.14,0,10.45,0
605583,3574,28.11,0,1.15,0
1230228,139,34.35,0,5.76,0
1111656,2729,28.32,0,0.88,0
66043,121,39.67,0,0,0
168945,538,12.59,0,1.12,0
267056,862,5.79,0,1.86,0
476463,1319,19.81,0,3.94,0
294996,18222,41.15,0,3.73,0.07
390759,161,28.21,0,3.11,0
329624,533,13.31,0,1.31,0
1263543,228,41.85,0,0.44,0
1075541,127,43.09,0,3.15,0
95352,1121,17.78,0,1.16,0
1308597,226,29.6,0,1.33,0
1285503,5472,13.28,0,0.68,0
483133,891,23.65,0,2.24,0
279823,3885,19.87,0.29,2.32,0.11
467324,112,71.43,0,0,0
1452919,132,12.31,0,1.52,0
186113,570,47.47,0,2.81,0
